# BH Parameters: L=8,N=8,D=1,l=4,U=0.500000,t=1.000000,bin_size=10000 
#  beta            <V>                StdErr.
0.6000000000000000 1.7605571541000000 0.0001920550819133
0.7000000000000000 1.7040702736000000 0.0001851547936664
0.8000000000000000 1.6599928470499998 0.0003022306444864
0.9000000000000000 1.6248350631999999 0.0004682051739849
1.0000000000000000 1.5966923972500000 0.0001669371722050
1.1499999999999999 1.5632468465500000 0.0002260596014668
1.3000000000000000 1.5370904627500002 0.0001599100209342
1.5000000000000000 1.5114106039078157 0.0001709361790197
1.7500000000000000 1.4879447347194388 0.0001600083033012
2.0000000000000000 1.4710755639616933 0.0001655390054087
2.5000000000000000 1.4490456821787150 0.0001612829102017
3.0000000000000000 1.4365126885858588 0.0001797437511826
3.5000000000000000 1.4291844612663647 0.0000398626996708
4.0000000000000000 1.4241989611167003 0.0001773079200753
