# BH Parameters: L=256,N=256,D=1,l=128,t=1.000000,beta=32.000000,bin_size=10001 
#  U               <S2>               StdErr.
0.5000000000000000 2.4726614250562475 0.0138326030794580
0.7300000000000000 2.3851208709356420 0.0197404600196709
1.0658000000000001 2.3062563304947177 0.0167769201276798
1.5561000000000000 2.1768570048035967 0.0084873961454522
2.2719999999999998 2.0812945112729389 0.0097068716253618
3.2999999999999998 1.9419055185817482 0.0111854507382689
4.8430999999999997 0.9384265253874929 0.0078765662795558
7.0711000000000004 0.3523772922571933 0.0295857899686125
10.3239000000000001 0.1508486960888228 0.0089882284629500
16.6666670000000003 0.0417562725427904 0.0105958190440053
22.0071000000000012 0.0374342715857193 0.0081919734463966
32.1308000000000007 0.0128100838459342 0.0063721907529659
46.9117000000000033 0.0043529463614749 0.0037926885673866
68.4920999999999935 0.0034471340915949 0.0023647869744658
100.0000000000000000 0.0016411989546814 0.0023702678793243
