# BH Parameters: L=256,N=256,D=1,l=128,t=1.000000,beta=4.000000,bin_size=10001 
#  U               <S2>               StdErr.
0.5000000000000000 2.9602847182067098 0.0044107723646484
0.7300000000000000 2.8391342491575986 0.0083348433590316
1.0658000000000001 2.7229763991251255 0.0047630616995584
1.5561000000000000 2.5994584977204469 0.0031154442903512
2.2719999999999998 2.4760259800233069 0.0030580754869664
3.2999999999999998 2.3236358017250440 0.0024134731354930
4.8430999999999997 2.0774489866867314 0.0021186787059317
7.0711000000000004 0.8993890800046613 0.0147936459822332
10.3239000000000001 0.1732238624861147 0.0075452244759252
16.6666670000000003 0.0547282175031161 0.0084360820004565
22.0071000000000012 0.0336882737977258 0.0062988542795011
32.1308000000000007 0.0172774200326151 0.0044522948649957
46.9117000000000033 0.0063197372009583 0.0020629380224017
68.4920999999999935 0.0038913353178356 0.0018481363705172
100.0000000000000000 0.0036101085812428 0.0016812014521717
