# BH Parameters: L=16,N=16,D=1,l=8,t=1.000000,beta=2.000000,bin_size=10001 
#  U               <S2>               StdErr.
0.5000000000000000 1.8038618209028601 0.0033664062100588
0.7300000000000000 1.7193153877728391 0.0031624313986609
1.0658000000000001 1.6292280399384826 0.0030001773481152
1.5561000000000000 1.5357999418778707 0.0031737952157735
2.2719999999999998 1.4309130581124023 0.0028742963148114
3.2999999999999998 1.3016891994663609 0.0025275288612456
4.8430999999999997 1.0846380957910753 0.0011994089478956
7.0711000000000004 0.5341375283432073 0.0009651834237535
10.3239000000000001 0.1653431360408670 0.0002735048274176
16.6666670000000003 0.0588546915684051 0.0002871416564591
22.0071000000000012 0.0336958731094603 0.0001452761745589
32.1308000000000007 0.0162594713438826 0.0005583817232902
46.9117000000000033 0.0075376625510449 0.0001342318700863
68.4920999999999935 0.0034342360005548 0.0003464065845297
100.0000000000000000 0.0018699170704315 0.0000979039218436
