# BH Parameters: L=16,N=16,D=1,l=8,t=1.000000,beta=10.000000,bin_size=10001 
#  U               <S2>               StdErr.
0.5000000000000000 1.6208867763512447 0.0055285972691139
0.7300000000000000 1.5703773537884111 0.0051366018728669
1.0658000000000001 1.5054013891118503 0.0052415244602683
1.5561000000000000 1.4471744875452006 0.0053688163167960
2.2719999999999998 1.3464105786698375 0.0052746704287324
3.2999999999999998 1.2278671500497720 0.0047450710944121
4.8430999999999997 0.8775482196837211 0.0023659302666156
7.0711000000000004 0.3667547448700835 0.0021125986406214
10.3239000000000001 0.1609359271902752 0.0005228782469472
16.6666670000000003 0.0589580314871374 0.0003262532285213
22.0071000000000012 0.0337736073286403 0.0001852139142117
32.1308000000000007 0.0166017195110467 0.0005664979491008
46.9117000000000033 0.0071434411229910 0.0001786824194991
68.4920999999999935 0.0038460398038210 0.0003488170414732
100.0000000000000000 0.0016705889205872 0.0001123437410665
