# BH Parameters: L=256,N=256,D=1,l=128,t=1.000000,beta=8.000000,bin_size=10001 
#  U               <S2>               StdErr.
0.5000000000000000 2.7532264342167916 0.0057026614817771
0.7300000000000000 2.6555634305019451 0.0085763299842071
1.0658000000000001 2.5387081449122961 0.0057730473377782
1.5561000000000000 2.4155020982684579 0.0038920794051414
2.2719999999999998 2.2982044639687214 0.0039282103791470
3.2999999999999998 2.1512408167302088 0.0033160282754285
4.8430999999999997 1.8079315814354109 0.0031255947029590
7.0711000000000004 0.4194208372729237 0.0463853198682444
10.3239000000000001 0.1589838946277146 0.0040623231332579
16.6666670000000003 0.0511558743480893 0.0083005576112899
22.0071000000000012 0.0440699087002915 0.0068035044978386
32.1308000000000007 0.0215883488136214 0.0047163712872497
46.9117000000000033 0.0125724205868123 0.0023830421306044
68.4920999999999935 0.0034451704750197 0.0017095024365138
100.0000000000000000 -0.0007594559946463 0.0018718128283555
