# BH Parameters: L=8,N=8,D=1,l=4,U=0.500000,t=1.000000,bin_size=10000 
# s2n0 s2n1 s2n2 s2n3 s2n4 s2n5 s2n6 s2n7 s2n8 betas 
0.003766199475666596 0.003721995445948768 0.0031213074961757223 0.0023090013048134425 0.0009755330393685138 -0.0010988921528726821 -0.004177670113917022 -0.008274106451200835 -0.0008051013787450169 0.6
0.0032504288707749384 0.002158881536303484 0.0031204640970210764 0.0018726102954491443 4.610564514414356e-05 -0.002166984695082338 -0.005342144143626912 -0.008125767913447383 -0.009876325339399483 0.7
0.002885792936104189 0.0021298107474629602 0.0015585492885753234 0.0010295753727417223 -0.00016674791726112087 -0.0021366646481815873 -0.0031715092917033528 -0.006378040337519756 -0.0021451947310307386 0.8
-0.004798064680632414 0.0012673690963398852 0.0030115870987089855 0.001235236700063201 -0.0005503711841326704 -0.0021511119079257583 -0.002562817080861554 -0.006877601237291566 0.02811626550470814 0.9
-0.0028812219251995626 -0.0002948991490108321 0.0005510504982178011 5.2255925084113235e-05 -0.0008971619785606996 -0.0016295702513436374 -0.003133877948031682 -0.004771563850376777 -0.004494029768566722 1.0
-0.0028681914856118276 -6.831432325690688e-05 0.000601392521933926 8.513769090022578e-05 -0.0010221946865838576 -0.0018090876846135432 -0.0025884937135692374 -0.0025855896172401202 -0.0016694287315905689 1.15
0.001422376362637271 0.0005904345305046926 0.00043366567855389614 2.0143245383390992e-05 -0.0007834082173807815 -0.0015332841302850102 -0.002552304150496326 -0.005619350747854585 0.02828272703311391 1.3
0.0019413572330658731 0.001304132967419681 0.0008098265286354024 0.00020967158701271386 7.994371067739962e-05 -0.0006433081905213157 -0.001140418306459892 0.0012547482843404203 0.029324793509333744 1.5
0.0012426042974704203 0.00400271019191975 0.001804959200706756 0.0015325708849627839 0.0012862359433971106 0.0010034846929026949 0.0002478754573130573 -0.0003206960115673555 0.0019982684357714195 1.75
-0.004694220514259043 0.002398089468071556 0.0015083245557718568 0.002860852811019143 0.0023113467394699433 0.0023859347166325802 0.0006561948531605535 0.0007919252820787686 -0.027602887443750432 2.0
-0.013615562763149762 0.0003691659839460428 0.0041852449820351766 0.005624578021818337 0.005645966783229711 0.00555016770767609 0.0040542676319902165 -0.0012776526981217657 0.022161918945371655 2.5
-0.0011534524644384349 0.00414136797780014 0.005969635160905799 0.007551346950155968 0.008310333958428506 0.007718997385916224 0.00734887681256114 0.0001413674898596912 -0.047599583469197876 3.0
0.003531120686187298 0.006245260951625246 0.007997683574102446 0.009166435826644517 0.009818985194841225 0.009143355793939078 0.008001062978523994 0.002307679226880462 0.06850489449743286 3.5
0.0014527776173648762 0.0010218968267707708 0.008007396946301275 0.010498605426592793 0.011015116655561909 0.01022368811907338 0.008534420903463189 0.005589266905199606 0.08482764513210292 4.0
0.002792094743080939 0.015255723402665058 0.009792059778837653 0.012148800787553891 0.01309228128466595 0.01252008840645599 0.009578396774115042 -0.0036708245937320002 -0.04826356596893854 6.0
0.005279037961796651 -0.0013354608812374154 0.010894026068405834 0.012363345483576768 0.013344343307900018 0.012912966146725014 0.00891011709731842 0.004988499940187059 -0.033248078231140434 8.0
