# BH Parameters: L=16,N=16,D=1,l=8,t=1.000000,beta=4.000000,bin_size=10001 
#  U               <S2>               StdErr.
0.5000000000000000 1.6803590131591211 0.0040136636348674
0.7300000000000000 1.6072425934616483 0.0041218980993718
1.0658000000000001 1.5343738684253347 0.0033173972112159
1.5561000000000000 1.4540791234404185 0.0037063079839220
2.2719999999999998 1.3699861850397954 0.0035315935663751
3.2999999999999998 1.2417752603662948 0.0030744872550740
4.8430999999999997 0.9328617802996798 0.0016684557251888
7.0711000000000004 0.3741923690141689 0.0014454392767288
10.3239000000000001 0.1593372697041966 0.0003815611445624
16.6666670000000003 0.0590940211004698 0.0004353116490652
22.0071000000000012 0.0338266072422995 0.0002105041559274
32.1308000000000007 0.0145504852166356 0.0006495868031802
46.9117000000000033 0.0074534674250566 0.0001914154161000
68.4920999999999935 0.0037760379132713 0.0004899518052440
100.0000000000000000 0.0014949687434322 0.0001367208474180
