# BH Parameters: L=16,N=16,D=1,l=8,t=1.000000,beta=1.000000,bin_size=10000 
#  U               <S2>               StdErr.
0.5000000000000000 1.9459105035097786 0.0001355046488461
0.7300000000000000 1.8678089072060542 0.0015631263411053
1.0658000000000001 1.7817811345033021 0.0001283753527830
1.5561000000000000 1.6829821717023159 0.0001223552192211
2.2719999999999998 1.5727131050627448 0.0001123537469611
3.2999999999999998 1.4496134417450368 0.0001119217612576
4.8430999999999997 1.2885049236752972 0.0011189257480589
7.0711000000000004 1.0098395116431720 0.0000891663005498
10.3239000000000001 0.3847880021211164 0.0000870737100987
16.6666670000000003 0.0622083165598690 0.0000926578049292
22.0071000000000012 0.0338191304268887 0.0000759264395069
32.1308000000000007 0.0165130583948144 0.0005262904577322
46.9117000000000033 0.0076578729937955 0.0000377374444259
68.4920999999999935 0.0039429657690377 0.0000338851474914
100.0000000000000000 0.0021736223694135 0.0000309261467186
