# BH Parameters: L=64,N=64,D=1,l=32,t=1.000000,beta=extrapolations,bin_size=10000 
#  n               s2n               StdErr.
29.0000000000000000 0.2879875738860665 0.0351370245712894
30.0000000000000000 0.3327526784518046 0.0055651312751165
31.0000000000000000 0.3176748052845547 0.0011035389805685
32.0000000000000000 0.2533972915044564 0.0015033537858428
33.0000000000000000 0.3167450491793970 0.0022550084620920
34.0000000000000000 0.3556886301896205 0.0169504882728844
35.0000000000000000 0.3216848318727112 0.0241633897396552
