# BH Parameters: L=8,N=8,D=1,l=4,U=0.500000,t=1.000000,bin_size=10000 
# Pn0 Pn1 Pn2 Pn3 Pn4 Pn5 Pn6 Pn7 Pn8 betas 
0.005443578385532297 0.03666433142101264 0.11407547857531548 0.21309097991878007 0.2606136704967309 0.21342717948621123 0.11441088194430221 0.036805616480257236 0.005468283291857565 0.6
0.004576909555913846 0.03366190317260979 0.11145598271860954 0.21604862765696892 0.26751245285688463 0.21645763710229074 0.11185657999830158 0.033827023640390884 0.004602883298030422 0.7
0.003909256269464518 0.031154994578348867 0.10911360163631613 0.21866136566111244 0.27368232141880805 0.2189202012326386 0.10936720229581678 0.03126282237776816 0.003928234529726271 0.8
0.003381521446081778 0.028950564249169676 0.10682101883924137 0.22091680679826636 0.27935210803971144 0.22111928607981182 0.10704340389156362 0.029030795552228674 0.003384495103924931 0.9
0.002940663891729164 0.027005588886418217 0.10463364776594006 0.22278790795570383 0.28455926706235146 0.22309644989733635 0.10491739638896952 0.02710192876848275 0.0029571493830687795 1.0
0.002442512139913128 0.0245823682910092 0.10172795449154394 0.22523734312095753 0.29146980777466264 0.22550015436534515 0.10193336663562018 0.024657630658122622 0.002448862522825461 1.15
0.0020640758802048745 0.022570549094721084 0.0990861070618938 0.2272851242990821 0.29752178708900606 0.22748755050748712 0.09927669328778324 0.022636384121597904 0.0020717286582237903 1.3
0.0016945358302933805 0.020424985285195305 0.09601485605448372 0.22942765960602307 0.3044578586940744 0.2296296259739996 0.09617421857448766 0.020475213521171893 0.0017010464602713895 1.5
0.0013777840766060724 0.018382592432334706 0.0928310163358326 0.23149771411780257 0.31155286981759855 0.23164433215025196 0.09291808056960613 0.018414032340478257 0.0013815781594887812 1.75
0.0011616456961488655 0.016846778547260483 0.09023533837651346 0.23303166789566032 0.317289563964328 0.2331140135523057 0.09029900918344311 0.016860063567230115 0.0011619192171098594 2.0
0.0009017003617754076 0.014782231711278576 0.08639844122386381 0.23502145575971334 0.32553209635970953 0.23515025695605532 0.08649037516419893 0.014816951273035806 0.0009064911903698398 2.5
0.0007628034245078847 0.013575435156098154 0.0839718991300071 0.23624949519220886 0.33087649264966507 0.23623475754954731 0.08398707308815828 0.013579477351958002 0.0007625664578496939 3.0
0.0006830412420782546 0.012841940074509879 0.08242225982618621 0.2369432510657353 0.3342324934851586 0.23693860077260523 0.0824089360918192 0.01284463341276516 0.0006848440291426401 3.5
0.0006389883920779164 0.01238525578207433 0.0814102692099903 0.23737565695501261 0.3364176401280105 0.23734957651312255 0.08139356971911647 0.012390664484418968 0.0006383788161764902 4.0
0.0005758984499942406 0.011753549228234936 0.07994398270783301 0.2379546980328203 0.33961582938983176 0.23791289848882155 0.07992088306390571 0.011747890933188078 0.0005743697053706546 6.0
