# BH Parameters: L=256,N=256,D=1,l=128,t=1.000000,beta=extrapolations,bin_size=10001 
#  U               <S2>               StdErr.
0.5000000000000000 2.4811464757221962 0.0347007909683937
0.7300000000000000 2.3689754424387615 0.0038930658221628
1.0658000000000001 2.3143804544446267 0.0223523770146577
1.5561000000000000 2.1923847845276576 0.0459423990700085
2.2719999999999998 2.0925560073402449 0.0243541499913194
3.2999999999999998 1.9625626581662874 0.0238899439270558
4.8430999999999997 0.7598452499996117 0.2631697261425994
7.0711000000000004 0.3567373904068302 0.0028536334383257
10.3239000000000001 0.1564289815958901 0.0018190224812265
16.6666670000000003 0.0498977229810969 0.0025824048313833
22.0071000000000012 0.0405323661645427 0.0026457512960310
32.1308000000000007 0.0170998348674729 0.0019267699054918
46.9117000000000033 0.0085944764798960 0.0031949207928845
68.4920999999999935 0.0036169312706772 0.0001810573520799
100.0000000000000000 0.0011448981896689 0.0016265374494738
