# BH Parameters: L=8,N=8,D=1,l=4,U=10.000000,t=1.000000,bin_size=10000 
#  beta            <S2acc>            StdErr.
0.6000000000000000 0.0200071909005962 0.0002054348516935
0.7000000000000000 0.0255384708288443 0.0002239307266569
0.8000000000000000 0.0314357028709955 0.0003749451503848
0.9000000000000000 0.0360443146185375 0.0005495061074683
1.0000000000000000 0.0397584647084452 0.0002309255440804
1.1499999999999999 0.0428773021672722 0.0002879187915965
1.3000000000000000 0.0444624769674657 0.0002370678329186
1.5000000000000000 0.0456243473068177 0.0002594221841259
1.7500000000000000 0.0460455117097913 0.0002800062795228
2.0000000000000000 0.0459992573662559 0.0003038506386971
2.5000000000000000 0.0457357438836565 0.0002985225168543
3.0000000000000000 0.0464135377359206 0.0003499949301143
3.5000000000000000 0.0458286679585677 0.0004419987279203
4.0000000000000000 0.0465623684961671 0.0003908270345278
6.0000000000000000 0.0457028450961427 0.0005153917243232
