# BH Parameters: L=256,N=256,D=1,l=128,t=1.000000,beta=2.000000,bin_size=10001 
#  U               <S2>               StdErr.
0.5000000000000000 3.1440569987773106 0.0095060725849032
0.7300000000000000 3.0528064901618999 0.0086112502516649
1.0658000000000001 2.9385880120818144 0.0091599142613659
1.5561000000000000 2.8130098051288619 0.0080554053406415
2.2719999999999998 2.6726950196907895 0.0086469826822765
3.2999999999999998 2.5278798754190115 0.0072999635170632
4.8430999999999997 2.3384928113747501 0.0048766218780298
7.0711000000000004 1.9353913060106287 0.0075863816068059
10.3239000000000001 0.5129459931055496 0.0093580509572878
16.6666670000000003 0.0572159422307172 0.0103254362166401
22.0071000000000012 0.0308853194498096 0.0058573662462458
32.1308000000000007 0.0166870454438243 0.0045468297404708
46.9117000000000033 0.0071463498635075 0.0021698366762145
68.4920999999999935 0.0056971651389794 0.0017596589679705
100.0000000000000000 0.0029379114616681 0.0025004480850612
