# BH Parameters: L=256,N=256,D=1,l=128,t=1.000000,beta=16.000000,bin_size=10001 
#  U               <S2>               StdErr.
0.5000000000000000 2.5873117722094090 0.0068384975909715
0.7300000000000000 2.4732308909164291 0.0104943857349285
1.0658000000000001 2.3937705579664592 0.0086522831450496
1.5561000000000000 2.2866792805557830 0.0047410365063205
2.2719999999999998 2.1641789547890706 0.0045266324849710
3.2999999999999998 2.0230412330154581 0.0038092433667783
4.8430999999999997 1.1658656814173547 0.0036297931357697
7.0711000000000004 0.3616233368773248 0.0269218218865147
10.3239000000000001 0.1532902985966565 0.0051308365384675
16.6666670000000003 0.0486153564983835 0.0097792133708214
22.0071000000000012 0.0399488682110339 0.0072464098996710
32.1308000000000007 0.0140264773663998 0.0054091722882994
46.9117000000000033 0.0072148039711777 0.0028437427623365
68.4920999999999935 0.0039824516861870 0.0020388623874246
100.0000000000000000 0.0022048803234965 0.0020268740309186
